scanned_at,title,url,sku,category,availability,price,price_regular,seller,special_offers
2022-01-04T13:42:44.768575,Наручные часы Calvin Klein CK Even K7B211C6,https://allo.ua/ru/naruchnye-chasy/calvin-klein-ck-even-k7b211c6.html,285996,"Интернет магазин,Наручные часы,Наручные часы Calvin Klein",True,5299,5899,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:42:50.279559,Универсальные часы GUESS GW0048G2,https://allo.ua/ru/naruchnye-chasy/universal-nye-chasy-guess-gw0048g2.html,755754,"Интернет магазин,Наручные часы,Наручные часы Guess",True,7189,9995,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:42:56.170088,Женские часы 33 Element 331927,https://allo.ua/ru/naruchnye-chasy/zhenskie-chasy-33-element-331927.html,755898,"Интернет магазин,Наручные часы,Наручные часы 33 ELEMENT",True,1349,1885,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:00.724402,Мужские часы R8871621010,https://allo.ua/ru/naruchnye-chasy/muzhskie-chasy-r8871621010.html,772159,"Интернет магазин,Наручные часы,Наручные часы Maserati",True,4859,6750,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:07.840172,Мужские часы MASERATI R8871612023,https://allo.ua/ru/naruchnye-chasy/muzhskie-chasy-maserati-r8871612023.html,755771,"Интернет магазин,Наручные часы,Наручные часы Maserati",True,6609,9190,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:12.557626,Женские часы CERRUTI CRM25201,https://allo.ua/ru/naruchnye-chasy/zhenskie-chasy-cerruti-crm25201.html,755497,"Интернет магазин,Наручные часы,Наручные часы Cerruti 1881",True,4429,9850,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:18.083887,Женские часы GUESS W1293L2,https://allo.ua/ru/naruchnye-chasy/zhenskie-chasy-guess-w1293l2.html,755606,"Интернет магазин,Наручные часы,Наручные часы Guess",True,6099,8470,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:23.409296,Женские часы GUESS GW0118L1,https://allo.ua/ru/naruchnye-chasy/zhenskie-chasy-guess-gw0118l1_1.html,755944,"Интернет магазин,Наручные часы,Наручные часы Guess",True,6299,8750,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:29.685268,Мужские часы GUESS GW0057G3,https://allo.ua/ru/naruchnye-chasy/muzhskie-chasy-guess-gw0057g3.html,755758,"Интернет магазин,Наручные часы,Наручные часы Guess",True,5659,7870,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:37.854828,Мужские часы MASERATI R8871612025,https://allo.ua/ru/naruchnye-chasy/muzhskie-chasy-maserati-r8871612025.html,755320,"Интернет магазин,Наручные часы,Наручные часы Maserati",True,6869,9550,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:43.712715,Женские часы GUESS W1070L2,https://allo.ua/ru/naruchnye-chasy/zhenskie-chasy-guess-w1070l2.html,755917,"Интернет магазин,Наручные часы,Наручные часы Guess",True,5029,6995,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:50.297907,Женские часы GUESS W1197L5,https://allo.ua/ru/naruchnye-chasy/zhenskie-chasy-w1197l5.html,772152,"Интернет магазин,Наручные часы,Наручные часы Guess",True,4299,5995,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:43:56.359384,Мужские часы X90025G7S,https://allo.ua/ru/naruchnye-chasy/muzhskie-chasy-x90025g7s.html,772165,"Интернет магазин,Наручные часы,Наручные часы GC",True,15999,22260,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:44:02.536815,Мужские часы X90021G2S,https://allo.ua/ru/naruchnye-chasy/muzhskie-chasy-x90021g2s.html,772164,"Интернет магазин,Наручные часы,Наручные часы GC",True,17229,23940,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:44:09.134659,Мужские часы хронограф MASERATI R8851138003,https://allo.ua/ru/naruchnye-chasy/muzhskie-chasy-hronograf-maserati-r8851138003.html,755766,"Интернет магазин,Наручные часы,Наручные часы Maserati",True,6099,8480,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:44:15.411210,Кольє зі срібла з емаллю і Swarovski Zirconia (1695296),https://allo.ua/ua/kol-e-1/kol-e-iz-serebra-s-jemal-ju-i-swarovski-zirconia-1695296.html,1695296-0105,"Інтернет магазин,Кольє,Кольє UMa&UMi",True,1599,2666,GO,
2022-01-04T13:44:21.962988,Сережки срібні з Swarovski Zirconia (1695204),https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-iz-serebra-s-swarovski-zirconia-1695204.html,1695204-0105,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",True,1299,2165,GO,
2022-01-04T13:44:28.256053,Кулон зі срібла з перламутром і куб. цирконіями (1687747),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-perlamutrom-i-kub-cirkonijami-1687747.html,1687747-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1599,2666,GO,
2022-01-04T13:44:34.546881,Кулон зі срібла з емаллю (1687534),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-jemal-ju-1687534.html,1687534-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1299,2165,GO,
2022-01-04T13:44:40.915802,Кулон зі срібла з емаллю (1687436),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-jemal-ju-1687436.html,1687436-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1299,2165,GO,
2022-01-04T13:44:47.208957,Кулон зі срібла з куб. цирконієм і емаллю (1687424),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-kub-cirkoniem-i-jemal-ju-1687424.html,1687424-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1299,2165,GO,
2022-01-04T13:44:53.538506,Кулон зі срібла з емаллю (1687409),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-jemal-ju-1687409.html,1687409-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1299,2165,GO,
2022-01-04T13:44:59.877368,Кулон зі срібла з куб. цирконіями і емаллю (1687407),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-kub-cirkonijami-i-jemal-ju-1687407.html,1687407-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1299,2165,GO,
2022-01-04T13:45:06.333657,Кулон зі срібла з емаллю (1687398),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-jemal-ju-1687398.html,1687398-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1299,2165,GO,
2022-01-04T13:45:12.648039,Кольє зі срібла з емаллю (1695302),https://allo.ua/ua/kol-e-1/kol-e-iz-serebra-s-jemal-ju-1695302.html,1695302-0105,"Інтернет магазин,Кольє,Кольє UMa&UMi",True,1899,3166,GO,
2022-01-04T13:45:19.088340,Кольє зі срібла з емаллю і Swarovski Zirconia (1695295),https://allo.ua/ua/kol-e-1/kol-e-iz-serebra-s-jemal-ju-i-swarovski-zirconia-1695295.html,1695295-0105,"Інтернет магазин,Кольє,Кольє UMa&UMi",True,1599,2666,GO,
2022-01-04T13:45:25.394858,Кольє зі срібла з опалом (син.) (1687845),https://allo.ua/ua/kol-e-1/kol-e-iz-serebra-s-opalom-sint-1687845.html,1687845-0105,"Інтернет магазин,Кольє,Кольє UMa&UMi",True,1599,2666,GO,
2022-01-04T13:45:31.748028,Кулон зі срібла з емаллю (1687427),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-jemal-ju-1687427.html,1687427-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1199,1999,GO,
2022-01-04T13:45:38.217977,Браслет зі срібла з емаллю і перлами (культ.) (1695288),https://allo.ua/ua/braslety-1/braslet-iz-serebra-s-jemal-ju-i-zhemchugom-kul-t-1695288.html,1695288-0105,"Інтернет магазин,Браслети,Браслети UMa&UMi",True,1799,2999,GO,
2022-01-04T13:45:44.545339,Браслет зі срібла з опалом (син.) (1687819),https://allo.ua/ua/braslety-1/braslet-iz-serebra-s-opalom-sint-1687819.html,1687819-0105,"Інтернет магазин,Браслети,Браслети UMa&UMi",True,1599,2666,GO,
2022-01-04T13:45:50.854929,Браслет зі срібла з куб. цирконієм і емаллю (1676855),https://allo.ua/ua/braslety-1/braslet-iz-serebra-s-kub-cirkoniem-i-jemal-ju-1676855.html,1676855-0105,"Інтернет магазин,Браслети,Браслети UMa&UMi",True,1399,2332,GO,
2022-01-04T13:45:57.223688,Кулон зі срібла з перламутром (1687791),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-perlamutrom-1687791.html,1687791-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1299,2165,GO,
2022-01-04T13:46:03.567251,Кулон зі срібла з перламутром і куб. цирконіями (1687754),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-perlamutrom-i-kub-cirkonijami-1687754.html,1687754-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1499,2499,GO,
2022-01-04T13:46:09.932041,Браслет зі срібла з опалом (син.) (1687804),https://allo.ua/ua/braslety-1/braslet-iz-serebra-s-opalom-sint-1687804.html,1687804-0105,"Інтернет магазин,Браслети,Браслети UMa&UMi",True,1599,2666,GO,
2022-01-04T13:46:16.257099,Серьги из серебра с эмалью (1633583),https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-iz-serebra-s-jemal-ju-1633583.html,1633583-0105,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",True,999,1665,GO,
2022-01-04T13:46:22.605918,Кулон зі срібла з емаллю (1687494),https://allo.ua/ua/podveski-i-kulony/kulon-iz-serebra-s-jemal-ju-1687494.html,1687494-0105,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1299,2165,GO,
2022-01-04T13:46:28.922321,Кулон UMa & UMi Пегас Рожевий (319554500611),https://allo.ua/ua/podveski-i-kulony/kulon-uma-umi-pegas-rozovyj-319554500611.html,123396-0683,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1183,,UNOW,
2022-01-04T13:46:35.259134,Браслет плетений UMa & UMi Пташка рожева (419541600611),https://allo.ua/ua/braslety-1/braslet-pletenyj-uma-umi-ptichka-rozovaja-419541600611.html,124852-0683,"Інтернет магазин,Браслети,Браслети UMa&UMi",True,1274,,UNOW,
2022-01-04T13:46:41.600017,Браслет плетений UMa & UMi Метелик рожева з очима (419543000611),https://allo.ua/ua/braslety-1/braslet-pletenyj-uma-umi-babochka-rozovaja-s-glazami-419543000611.html,123414-0683,"Інтернет магазин,Браслети,Браслети UMa&UMi",True,1274,,UNOW,
2022-01-04T13:46:47.932383,Кулон UMa UMi Котик чорний (319555900614),https://allo.ua/ua/podveski-i-kulony/kulon-uma-umi-kotik-chernyj-319555900614.html,123401-0683,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1183,,UNOW,
2022-01-04T13:46:54.273890,Кулон UMa & UMi цуценя Жовтий (319565400605),https://allo.ua/ua/podveski-i-kulony/kulon-uma-umi-schenka-zheltyj-319565400605.html,123406-0683,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1092,,UNOW,
2022-01-04T13:47:00.626207,Кулон UMa & UMi Кіт блакитний (319541900604),https://allo.ua/ua/podveski-i-kulony/kulon-uma-umi-kit-goluboj-319541900604.html,123387-0683,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",True,1092,,UNOW,
2022-01-04T13:47:08.543600,Женские часы GUESS W1070L3,https://allo.ua/ru/naruchnye-chasy/zhenskie-chasy-guess-w1070l3.html,755942,"Интернет магазин,Наручные часы,Наручные часы Guess",True,6119,8510,allo,"КЕШБЕК 10%,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T13:47:14.898314,Цепочка UMa UMi серебряный (500530000602),https://allo.ua/ua/cepochki/cepochka-uma-umi-serebrjanyj-500530000602.html,123437-0683,"Інтернет магазин,Ланцюжки,Ланцюжки UMa&UMi",True,273,,UNOW,
